Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
Akiho.Fallen1-38,明穂,「ゴボッ！？、ゴポッ、ん゛ん゛ん゛っ！♥！？ガポッ！？(無理無理無理っ！そんなにされたら死んじゃうっ！)」,"「Gblgh!? Gplgh Nnngh♥!? Gapoh!? (No, no, no! If you do that much, I'll die!)」",「咕嚕！？、咕嚕、嗯嗯嗯嗯！♥！？嘎咚！？（不行不行不行！這樣下去我會死的！）」,「咕噜！？、咕噜、嗯嗯嗯嗯！♥！？嘎咚！？（不行不行不行！这样下去我会死的！）」,「ゴボッ！？、ゴポッ、ん゛ん゛ん゛っ！♥！？ガポッ！？(無理無理無理っ！そんなにされたら死んじゃうっ！)」,「咕嚕！？咕嚕、嗯嗯嗯嗯！♥！？嘎咚！？（不行不行不行！這樣下去我會死的！）」,「咕噜！？咕噜、嗯嗯嗯嗯！♥！？嘎咚！？（不行不行不行！这样下去我会死的！）」,"""Glub!? Hnnnnh♥ Glup!? (No no no! If you do that I'll die!)""","「꿀꺽!?, 꿀꺽, 으음옷 으음옷 으음옷 !♥!? 꿀꺽!?(무리무리무리! 그렇게 당하면 죽어버려!)」"
,,,,,,,,,,
Akiho.Fallen1-39,戦闘員,「じゃあ明穂ちゃん明日の朝まで頑張ってくれ。俺は寝るから10時間後に迎えに来てやる。」,"「Alright, Akiho-chan, hang in there until tomorrow morning. I'm going to sleep, so I'll come pick you up in 10 hours.」",「那明穗你加油喔。我要去睡覺了，10小時後回來接你。」,「那明穗你加油喔。我要去睡觉了，10小时后回来接你。」,「じゃあ明穂ちゃん明日の朝まで頑張ってくれ。俺は寝るから10時間後に迎えに来てやる。」,「那明穗妳加油喔。我要去睡覺了，10小時後回來接妳。」,「那明穗你加油喔。我要去睡觉了，10小时后回来接你。」,"""Well then, hang in there until tomorrow morning. I'm going to sleep, so I'll come get you in 10 hours.""",「그럼 아키호쨩 내일 아침까지 힘내줘. 난 자러 갈 테니 10시간 후에 데리러 올게.」
,,,,,,,,,,
Akiho.Fallen1-40,明穂,「ガボッ！、ゴボッっ(まってっ！とめてっ！10時間もこんなの無理っ！)」,「Gblgh! Gblgh! (Wait! Stop! There's no way I can endure this for 10 hours!)」,「嘎嚕！、咕嚕嗯(等等！停下來！這樣持續10小時太過分了！)」,「嘎噜！、咕噜嗯(等等！停下来！这样持续10小时太过分了！)」,「ガボッ！、ゴボッっ(まってっ！とめてっ！10時間もこんなの無理っ！)」,「嘎嚕！咕嚕嗯（等等！停下來！這樣持續10小時太過分了！)」,「嘎噜！咕噜嗯(等等！停下来！这样持续10小时太过分了！)」,"""Glub! Glub! (Wait! Stop! I can't handle ten hours of this!)""","「꿀꺽!, 꿀꺽(기다려! 멈춰! 10시간이나 이런 건 무리!)」"
,,,,,,,,,,
Akiho.Fallen1-41,戦闘員,「ははっ、何言ってるかわかんねえな。大丈夫、死にやしねえさ。じゃあ明日の朝な」,"「I don't know what you're talking about. Don't worry, you're not going to die. I'll see you in the morning.」",「哈哈，你在說什麼我聽不到啦。沒事的，你不會死的。那明天早上見嘍。」,「哈哈，你在说什么我听不到啦。没事的，你不会死的。那明天早上见喽。」,「ははっ、何言ってるかわかんねえな。大丈夫、死にやしねえさ。じゃあ明日の朝な」,「哈哈，妳在說什麼我聽不到啦。沒事的，妳不會死的。那明天早上見嘍。」,「哈哈，你在说什么我听不到啦。没事的，你不会死的。那明天早上见喽。」,"""Haha, I can't understand what you're saying. Don't worry, you won't die. See you tomorrow morning.""","「하하, 무슨 말 하는지 모르겠네. 괜찮아, 죽지는 않아. 그럼 내일 아침에」"
,,,,,,,,,,
Akiho.Fallen1-42,明穂,「…！ガボッ！、ガボッ！ん゛ん゛っ！、ん゛っ！(やだやだやだっ！行かないでっ！)」,「...! Gblgh! Gblgh! Nnngh! Nngh! (No no no! Don't leave me!)」,「…！嘎嚕！、嘎嚕！嗯嗯嗯嗯！、嗯嗯！（不要不要不要！不要離開我！）」,「…！嘎噜！、嘎噜！嗯嗯嗯嗯！、嗯嗯！（不要不要不要！不要离开我！）」,「…！ガボッ！、ガボッ！ん゛ん゛っ！、ん゛っ！(やだやだやだっ！行かないでっ！)」,「…！嘎嚕！嘎嚕！嗯嗯嗯嗯！嗯嗯！（不要不要不要！不要離開我！）」,「…！嘎噜！嘎噜！嗯嗯嗯嗯！嗯嗯！（不要不要不要！不要离开我！）」,"""...! Glub! Glub! Nnh! Nh! (No no no! Don't go!)""","「…!꿀꺽!, 꿀꺽!으음옷 으음옷 !, 으음옷 !(싫어싫어싫어! 가지 마!)」"
,,,,,,,,,,
Akiho.Fallen1-43,,そして実験室の扉は閉められ、明穂は暗闇の中一人で乳首を改造され続けるのだった,"The door to the laboratory was then closed, and Akiho was left alone in the darkness to continue having her nipples remodeled.",實驗室的門被關上，留下明穗獨自一人在黑暗中持續被改造乳頭。,实验室的门被关上，留下明穗独自一人在黑暗中持续被改造乳头。,そして実験室の扉は閉められ、明穂は暗闇の中一人で乳首を改造され続けるのだった,實驗室的門被關上，留下明穗獨自一人在黑暗中持續被改造乳頭。,实验室的门被关上，留下明穗独自一人在黑暗中持续被改造乳头。,"And so the laboratory door was closed, leaving Akiho alone in the darkness to have her nipples continuously modified.","그리고 실험실 문이 닫히고, 아키호는 어둠 속에서 혼자 유두 개조를 계속 당했다"
,,,,,,,,,,
Akiho.Fallen1-44,,次の日の朝,The next morning,隔天早上,隔天早上,次の日の朝,隔天早上,隔天早上,The next morning,다음 날 아침
,1ｰ6,,,,,,,,,
Akiho.Fallen1-45,明穂,「…フシュ―――……フシュ―――」,「...fsh―――......fsh―――」,「…呼―――……呼―――」,「…呼―――……呼―――」,「…フシュ―――……フシュ―――」,「…呼―――……呼―――」,「…呼―――……呼―――」,"""...Hsssh... hsssh...""",「…푸슈―――……푸슈―――」
,,,,,,,,,,
Akiho.Fallen1-46,戦闘員,「明穂ちゃんおはよう！おお、すげえ一晩で胸がめちゃくちゃでかくなってるな！」,"「Good morning, Akiho-chan! Oh wow, your breasts have gotten insanely big overnight!」",「明穗醬，早安啊！哇，才一個晚上胸部變得好大啊！」,「明穗酱，早安啊！哇，才一个晚上胸部变得好大啊！」,「明穂ちゃんおはよう！おお、すげえ一晩で胸がめちゃくちゃでかくなってるな！」,「明穗醬，早安啊！哇，才一個晚上胸部變得好大啊！」,「明穗酱，早安啊！哇，才一个晚上胸部变得好大啊！」,"""Good morning! Whoa, your chest got MUCH bigger overnight!""","「아키호쨩 안녕! 오오, 굉장하네 하룻밤 사이에 가슴이 엄청 커졌네!」"
,,,,,,,,,,
Akiho.Fallen1-47,1－7,そう言うと研究員の男はレーザーを止め、マスクと胸の装置を取り外す,The researcher man then stops the laser and removes the mask and chest device.,男研究員停下激光，取下面罩和胸部裝置。,男研究员停下激光，取下面罩和胸部装置。,そう言うと研究員の男はレーザーを止め、マスクと胸の装置を取り外す,男研究員停下雷射，取下面罩和胸部裝置。,男研究员停下激光，取下面罩和胸部装置。,"The male researcher stopped the laser, and removed the mask and chest device.","그렇게 말하며 연구원 남자는 레이저를 멈추고, 마스크와 가슴의 장치를 제거한다"
,,,,,,,,,,
Akiho.Fallen1-48,明穂,「カポッ…………、うぁ……お、…わった…？」,"「............, ugh...... oh,...did it end...?」",「…………、唔……唔、…結束了…？」,「…………、唔……唔、…结束了…？」,「カポッ…………、うぁ……お、…わった…？」,「…………唔……唔…結束了…？」,「…………唔……唔…结束了…？」,"""Ugh... uah... i-is it... over...?""","「카폿…………, 으아…… 그, …끝났…어?」"
,,,,,,,,,,
Akiho.Fallen1-49,,そしてマスクで見えなかった下方向が目に入る,And finally Akiho get to look downward. She wasn't able see because her vision was blocked by mask.,明穗的視線開始往下看，終於看到了之前因為口罩被擋住的下方。,明穗的视线开始往下看，终于看到了之前因为口罩被挡住的下方。,そしてマスクで見えなかった下方向が目に入る,明穗的視線開始往下看，終於看到了之前因為口罩被擋住的下方。,明穗的视线开始往下看，终于看到了之前因为口罩被挡住的下方。,And then she looked down for the first time since the mask was put on her.,그리고 마스크로 보이지 않았던 아래쪽이 눈에 들어온다
,,,,,,,,,,
Akiho.Fallen1-50,1－8,「―――え…っ！なに、これっ、わたしのおっぱい…なの！？」,"「What is this? What, are these my boobs?」",「―――欸…！這、這是什麼，這個是，我的胸部嗎！？」,「―――欸…！这、这是什么，这个是，我的胸部吗！？」,「―――え…っ！なに、これっ、わたしのおっぱい…なの！？」,「―――欸…！這、這是什麼，這個是，我的胸部嗎！？」,「―――欸…！这、这是什么，这个是，我的胸部吗！？」,"""—Eh...! What, this... these are my boobs...!?""","「―――에…! 뭐야, 이거… 내 가슴…이야!?」"
,,,,,,,,,,
Akiho.Fallen1-51,戦闘員,「そうだぜ明穂ちゃん。一晩でこんなに胸が大きくなったんだ！実験は成功だな！」,"「That's right, Akiho-chan. Your breasts got this big overnight! The experiment was a success!」",「是唷，明穗。才一晚上胸部就變得這麼大了！實驗成功了！」,「是唷，明穗。才一晚上胸部就变得这么大了！实验成功了！」,「そうだぜ明穂ちゃん。一晩でこんなに胸が大きくなったんだ！実験は成功だな！」,「是唷，明穗。才一晚上胸部就變得這麼大了！實驗成功了！」,「是唷，明穗。才一晚上胸部就变得这么大了！实验成功了！」,"""That's right. Your chest became huge in just one night! The experiment was a success!""",「그렇다 아키호쨩. 하룻밤 사이에 이렇게 가슴이 커진 거야! 실험은 성공이다!」
,,,,,,,,,,
Akiho.Fallen1-52,明穂,「～～ううっ、こんなのっ、やだっ、もう聖核戦姫として戦えないっ！」,「Noo...! I can't fight as a Holy Core Battlemaiden like this!」,「～～唔唔，我不要...這樣，我無法再作為聖核戰姬戰鬥了！」,「～～唔唔，我不要...这样，我无法再作为圣核战姬战斗了！」,「～～ううっ、こんなのっ、やだっ、もう聖核戦姫として戦えないっ！」,「～～唔唔，我不要...這樣，我無法再作為聖核戰姬戰鬥了！」,「～～唔唔，我不要...这样，我无法再作为圣核战姬战斗了！」,"""Umm, this is awful! I can't fight as a Holy Core Battlemaiden anymore!""","「~~우우, 이런 거 싫어, 이제 성핵전희로서 싸울 수 없어!」"
,,,,,,,,,,
Akiho.Fallen1-53,戦闘員,「なんだ、その体でまだ自分を聖核戦姫だとでも思ってたのか？」,"「Wait what, you still think you're a Holy Core Battlemaiden with that kind of body?」",「什麼啊？身體變成這樣了自認為聖核戰姬嗎？」,「什么啊？身体变成这样了自认为圣核战姬吗？」,「なんだ、その体でまだ自分を聖核戦姫だとでも思ってたのか？」,「什麼啊？身體變成這樣了自認為聖核戰姬嗎？」,「什么啊？身体变成这样了自认为圣核战姬吗？」,"""What, you still think you're a Holy Core Battlemaiden with that body?""","「뭐야, 그 몸으로 아직 자신을 성핵전희라고 생각했던 건가?」"
,,,,,,,,,,
Akiho.Fallen1-54,明穂,「…っ、私はまだ負けてないっ！諦めなければ助けが―――」,"「...I'm not defeated yet! If I don't give up, help will―――」",「…唔，我還沒輸！只要不放棄，救援遲早會―――」,「…唔，我还没输！只要不放弃，救援迟早会―――」,「…っ、私はまだ負けてないっ！諦めなければ助けが―――」,「…唔，我還沒輸！只要不放棄，救援遲早會―――」,「…唔，我还没输！只要不放弃，救援迟早会―――」,"""...! I haven't lost yet! If I don't give up, help will...""","「…윽, 나는 아직 지지 않았어! 포기하지 않으면 도움이―――」"
,,,,,,,,,,
Akiho.Fallen1-55,戦闘員,「お前がもう聖核戦姫として終わってるという事を見せてやるよ、おらっ！」,「I'll show you that you're already finished as a Holy Core Battlemaiden. Take this!」,「那就讓你認清一下你已經無法再作為聖核戰姬存在的事實，喔啦！」,「那就让你认清一下你已经无法再作为圣核战姬存在的事实，喔啦！」,「お前がもう聖核戦姫として終わってるという事を見せてやるよ、おらっ！」,「那就讓妳認清一下已經無法再作為聖核戰姬存在的事實，喔！」,「那就让你认清一下你已经无法再作为圣核战姬存在的事实，喔啦！」,"""Let me show you that you're already finished as a Holy Core Battlemaiden, here!""","「네가 이미 성핵전희로서 끝났다는 걸 보여주지, 자!」"
