Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Daiya.Fallen1-49,ダイヤ,「ん゛ん゛ん゛ん゛ん゛ん゛ッッッ！！！！」,「ん゛ん゛ん゛ん゛ん゛ん゛ッッッ！！！！」,「嗯嗯嗯嗯嗯嗯嗯嗯！！！！」,,「嗯噁噁噁噁噁噁噁！！！！」,,"""Nnnnnnnn!!!!""",「응옷 응옷 응옷 응옷 응옷 응옷 윽!!! 」,「嗯嗯嗯嗯嗯嗯嗯嗯！！！！」
,,,,,,,,,,
Daiya.Fallen1-50,,(ん゛あっ♥……おまんこがっ！……熱いッ…ううっ♥！！),(ん゛あっ♥……おまんこがっ！……熱いッ…ううっ♥！！),（嗯啊♥……小穴！……好燙…嗚嗚♥！！）,,(嗯噁♥……陰道！……熱燙燙的…嗚嗚♥！！),,(Nnah♥... my pussy! ...It's hot... uuh♥!!),(응옷 앗♥…… 보지가!…… 뜨거워… 으윽♥!!),（嗯啊♥……小穴！……好烫…呜呜♥！！）
,,,,,,,,,,
Daiya.Fallen1-51,,(くそおおおっ！ん゛ああっ♥…こんなことがっ！！！んあっ♥！？),(くそおおおっ！ん゛ああっ♥…こんなことがっ！！！んあっ♥！？),（可惡！嗯啊啊♥…怎麼會這樣！！！嗯啊♥！？）,,該死啊啊啊！嗯噁啊♥…竟然發生這樣的事情！！！嗯啊♥！？,,(Damn it!! Nnaah♥... something like this!!! Nah♥?!),(젠장! 응옷 아앗♥… 이런 일이!!! 응앗♥!?),（可恶！嗯啊啊♥…怎么会这样！！！嗯啊♥！？）
,,,,,,,,,,
Daiya.Fallen1-52,那由多,「あ、一応ですが、やめて欲しくても改造が終わるまでそのままですよ。まあまさかダイヤさんが敵に許しを請いませんよね？」,「あ、一応ですが、やめて欲しくても改造が終わるまでそのままですよ。まあまさかダイヤさんが敵に許しを請いませんよね？」,「啊，我先說一聲，就算妳想停，在改造結束前也都會是這樣喔。不過，黛雅小姐總不可能向敵人求饒吧？」,,「啊，雖然我希望你停止，但在改造完成之前，只能繼續進行。嘛，不會期待黛雅向敵人求饒吧？」,,"""Oh, just so you know, even if you want it to stop, it will continue until the modification is complete. But surely you wouldn't beg for mercy from an enemy, right?""","「아, 일단 말해두지만, 그만두고 싶어도 개조가 끝날 때까지 그대로예요. 뭐 설마 다이아 씨가 적에게 용서를 구하지는 않겠죠?」",「啊，我先说一声，就算你想停，在改造结束前也都会是这样喔。不过，黛雅小姐总不可能向敌人求饶吧？」
,,,,,,,,,,
Daiya.Fallen1-53,ダイヤ,「ん゛ん゛ん゛っ！！！ああいあえあっ！！」,「ん゛ん゛ん゛っ！！！ああいあえあっ！！」,「嗯嗯嗯！！！啊啊咿啊呃！！」,,嗯噁噁噁！啊啊伊阿惠啊！！,,"""Nnnnn!!! Aaiaeah!!""",「응옷 응옷 응옷 윽!!! 아아으아아앗!!」,「嗯嗯嗯！！！啊啊咿啊呃！！」
,,,,,,,,,,
Daiya.Fallen1-54,那由多,「ふふっ…では私はこれで失礼します。いいオナホになれるように頑張りましょうね♥」,「ふふっ…では私はこれで失礼します。いいオナホになれるように頑張りましょうね♥」,「呵呵…那麼我就先告辭了。請努力成為一個好用的自慰套喔♥」,,「呼呼...那我就先告辭了。為了成為一個好用的自慰器，一起加油吧♥」,,"""Fufu... Well then, I'll take my leave. Do your best to become a good toy♥""",「후훗… 그럼 저는 이걸로 실례하겠습니다. 좋은 오나홀이 될 수 있도록 힘내도록 해요♥」,「呵呵…那么我就先告辞了。请努力成为一个好用的自慰套喔♥」
,,,,,,,,,,
Daiya.Fallen1-55,ダイヤ,「ん゛ん゛ん゛ん゛ん゛ん゛っ♥♥！！！」,「ん゛ん゛ん゛ん゛ん゛ん゛っ♥♥！！！」,「嗯嗯嗯嗯嗯嗯嗯♥♥！！！」,,嗯噁噁噁噁噁噁♥♥！！！,,"""Nnnnnnnn♥♥!!!""",「응옷 응옷 응옷 응옷 응옷 응옷 윽♥♥!!!」,「嗯嗯嗯嗯嗯嗯嗯♥♥！！！」
,,,,,,,,,,
Daiya.Fallen1-56,,(はあっ♥、はあっ♥、わたし…はっ…負けんっ……！こんな……ふざけた機械などに…っ♥！),(はあっ♥、はあっ♥、わたし…はっ…負けんっ……！こんな……ふざけた機械などに…っ♥！),（哈啊♥、哈啊♥、我…絕不…認輸……！才不會輸給這種……可笑的機械…♥！）,,嗚啊♥、嗚啊♥、我...哈...不會輸的......！這種......愚蠢的機械...♥！,,(Haah♥ haah♥ I... won't... lose...! To such... ridiculous machinery...♥!),"(하앗♥, 하앗♥, 나…는… 지지 않아……! 이런…… 우스꽝스러운 기계 따위에…윽♥!)",（哈啊♥、哈啊♥、我…绝不…认输……！才不会输给这种……可笑的机械…♥！）
,,,,,,,,,,
Daiya.Fallen1-57,,そしてダイヤは全く抵抗できないまま、その体は順調に改造されていくのだった。,そしてダイヤは全く抵抗できないまま、その体は順調に改造されていくのだった。,接著，黛雅在完全無法抵抗的狀態下，身體順利地持續被改造著。,,然後，黛雅完全無法抵抗，她的身體順利地被改造。,,"And so, completely unable to resist, Daiya's body was steadily modified.","그리고 다이아는 전혀 저항하지 못한 채, 몸이 순조롭게 개조되어 갔다.",接着，黛雅在完全无法抵抗的状态下，身体顺利地持续被改造着。
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Daiya Fallen Scene　２,注釈,闇堕ちシーン,闇堕ちシーン,,闇堕ちシーン,墮入黑暗場景,,,타락 이벤트,
,,,,,,,,,,
Daiya.Fallen2-1,Daiya story DLC 1-3,――――ダイヤへの調教が始まってから数日,――――ダイヤへの調教が始まってから数日,――――黛雅的調教開始後幾天,,――――自從對黛雅進行調教開始的幾天。,,Several days after Daiya's training began,――――다이아에 대한 조교가 시작된 지 며칠,――――黛雅的调教开始后几天
,,,,,,,,,,
Daiya.Fallen2-2,ダイヤ,「ん゛お゛っ…♥お゛おおっ……♥♥……ゲえッ…♥」,「ん゛お゛っ…♥お゛おおっ……♥♥……ゲえッ…♥」,「喔…♥喔喔喔……♥♥……呃…♥」,,嗯噁噁噁♥噁噁♥……噁呃…♥,,"""Nnoghh...♥ oghhohh...♥♥... geeh...♥""",「응옷 오옷 옷…♥ 오옷 오오옷……♥♥…… 게엣…♥」,「喔…♥喔喔喔……♥♥……呃…♥」
,,,,,,,,,,
Daiya.Fallen2-3,那由多,「お久しぶりですダイヤさん、気分はどうですか？」,「お久しぶりですダイヤさん、気分はどうですか？」,「好久不見了黛雅小姐，妳感覺如何？」,,"""好久不見，黛雅小姐，感覺如何？""",,"""It's been a while, Daiya. How are you feeling?""","「오랜만입니다 다이아 씨, 기분은 어떻습니까?」",「好久不见了黛雅小姐，你感觉如何？」
,,,,,,,,,,
Daiya.Fallen2-4,,「ふむ…改造進行度99％、ご主人さまのペニスを受け入れても大丈夫なおまんこになりましたね。」,「ふむ…改造進行度99％、ご主人さまのペニスを受け入れても大丈夫なおまんこになりましたね。」,「嗯…改造進度99％，已經成為可以接受主人雞巴的小穴了呢。」,,"""嗯...改造進行度99％，已經變成可以接受主人的陰莖的陰道了呢。""",,"""Hmm... modification progress 99%. Your pussy has become suitable to receive Master's penis.""","「흠… 개조 진행도 99％, 주인님의 페니스를 받아들여도 괜찮은 보지가 되었군요.」",「嗯…改造进度99％，已经成为可以接受主人鸡巴的小穴了呢。」
,Daiya story DLC 1-１,,,,,,,,,
,,,,,,,,,,
Daiya.Fallen2-5,ダイヤ,「カポッ……♥、んあっ！？♥……はあっ♥！……はあっ♥！」,「カポッ……♥、んあっ！？♥……はあっ♥！……はあっ♥！」,「喀啵……♥、嗯啊！？♥……哈啊♥！……哈啊♥！」,,"""咔噗……♥，嗯啊！？♥……哈啊♥！……哈啊♥！""",,"""Pop...♥ nah?!♥... haah♥! ...haah♥!""","「카폿……♥, 응앗!?♥…… 하앗♥!…… 하앗♥!」",「喀啵……♥、嗯啊！？♥……哈啊♥！……哈啊♥！」
,,,,,,,,,,
Daiya.Fallen2-6,,「ん゛あ゛っ♥わ、私はっ…負けて…ないっ♥…！ん゛っ♥」,「ん゛あ゛っ♥わ、私はっ…負けて…ないっ♥…！ん゛っ♥」,「嗯啊♥我、我…還沒…輸♥…！嗯♥」,,"""嗯噁啊♥哇，我不會輸的♥！嗯噁♥""",,"""Nnah♥ I-I haven't... lost♥...! Nnh♥""","「응옷 아옷 앗♥ 나, 나는… 지지… 않았어♥…! 응옷 윽♥」",「嗯啊♥我、我…还没…输♥…！嗯♥」
,,,,,,,,,,
Daiya.Fallen2-7,,「いくら貴様らに……体を改造されようとも…っ♥！私は…聖核戦姫…だっ♥！」,「いくら貴様らに……体を改造されようとも…っ♥！私は…聖核戦姫…だっ♥！」,「無論妳們……怎麼改造我的身體…！我…是聖核戰姫…♥！」,,"""無論你們如何改造我的身體…♥！我是…聖核戰姬…♥！""",,"""No matter how much you... modify my body...♥! I am... a Holy Core Battlemaiden...♥!""",「아무리 네놈들에게…… 몸을 개조당하더라도…윽♥! 나는… 성핵전희…다♥!」,「无论你们……怎么改造我的身体…！我…是圣核战姫…♥！」
,,,,,,,,,,
Daiya.Fallen2-8,,ダイヤは全身を強烈な性感に犯されながらも強靭な精神力で意識を保ち続けていた。,ダイヤは全身を強烈な性感に犯されながらも強靭な精神力で意識を保ち続けていた。,黛雅即使全身被強烈的性感侵犯，也依然靠著強韌的精神力保持著意識。,,黛雅雖然全身被強烈的性感侵蝕，但她堅強的精神力讓她保持著意識。,,"Despite her entire body being violated by intense sexual sensations, Daiya maintained her consciousness through sheer mental fortitude.",다이아는 온몸을 강렬한 성감에 범해지면서도 강인한 정신력으로 의식을 계속 유지하고 있었다.,黛雅即使全身被强烈的性感侵犯，也依然靠着强韧的精神力保持着意识。
,,,,,,,,,,
Daiya.Fallen2-9,那由多,「あはははっ♥、その精神…素晴らしいですっ！完全に想定していた通りの仕上がりですっ！」,「あはははっ♥、その精神…素晴らしいですっ！完全に想定していた通りの仕上がりですっ！」,「啊哈哈哈♥，這個精神…太棒了！完全是跟我預想中一樣的成品！」,,"""啊哈哈哈♥，你的精神…太棒了！完全符合我的預期！""",,"""Ahahaha♥ that spirit... wonderful! You've turned out exactly as planned!""","「아하하핫♥, 그 정신… 훌륭합니다! 완전히 예상했던 대로의 마무리입니다!」",「啊哈哈哈♥，这个精神…太棒了！完全是跟我预想中一样的成品！」
,,,,,,,,,,
Daiya.Fallen2-10,,「ご主人様も喜んでくれるでしょう…さあ、そろそろお披露目の時間です…！」,「ご主人様も喜んでくれるでしょう…さあ、そろそろお披露目の時間です…！」,「主人想必也會很高興…來吧，差不多到了揭曉的時間了…！」,,「主人應該也會很高興的…來吧，差不多該是展示的時間了…！」,,"""Master will surely be pleased... Now, it's time for your unveiling...!""","「주인님도 기뻐해주시겠죠… 자, 슬슬 공개할 시간입니다…!」",「主人想必也会很高兴…来吧，差不多到了揭晓的时间了…！」
,,,,,,,,,,
,暗転,,,,,,,,,
,,,,,,,,,,
Daiya.Fallen2-11,Daiya darkness 1-1,ダイヤは手足に持ち手を付けられ、巨大な怪人によって持ち上げられていた。,ダイヤは手足に持ち手を付けられ、巨大な怪人によって持ち上げられていた。,黛雅的手腳被裝上了握柄，被一個巨大的怪人舉了起來。,,黛雅被裝上手腳的把手，被一個巨大的怪人舉起來。,,Daiya had handles attached to where her limb were and was lifted up by a giant fiend.,"다이아는 손발에 손잡이가 달리고, 거대한 괴인에 의해 들어 올려져 있었다.",黛雅的手脚被装上了握柄，被一个巨大的怪人举了起来。
