Key,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,English_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,Korean_Steam
HomeChar.Kei_5-2,「なんか用？実験なら付き合うよ」,「What's up? I'd like to be part of your experiment」,「有什麼事嗎？實驗的話我隨時奉陪喔」,「有什么事吗？实验的话我随时奉陪喔」,「なんか用？実験なら付き合うよ」,「What's up? I'd like to be part of your experiment」,「有什麼事嗎？實驗的話我隨時奉陪喔」,「有什幺事吗？实验的话我随时奉陪喔」,「무슨 일이야? 실험이라면 어울려줄게」
HomeChar.Kei_5-3,「…ちょっと精液欲しくなってきたかも」,「…I think I might be craving for semen」,「…有點想要精液了」,「…有点想要精液了」,「…ちょっと精液欲しくなってきたかも」,「…I think I might be craving for semen」,「…有點想要精液了」,「…有点想要精液了」,「…좀 정액이 땡기기 시작했을지도」
HomeChar.Kei_5-4,「聖核戦姫狩りに行ってこようかな」,「I'm feeling like to hunt the Seikaku Princess」,「去狩獵一下聖核戰姬好了」,「去狩猎一下圣核战姬好了」,「聖核戦姫狩りに行ってこようかな」,「I'm feeling like to hunt the Seikaku Princess」,「去狩獵一下聖核戰姬好了」,「去狩猎一下圣核战姬好了」,「성핵전희 사냥하러 가볼까」
HomeChar.Nayuta_F-1,「私の力…その全てを捧げます…♥」,「I'd happy to devote my power... all of it.…♥」,「我的所有…全部獻給主人…♥」,「我的所有…全部献给主人…♥」,「私の力…その全てを捧げます…♥」,「I'd happy to devote my power... all of it.…♥」,「我的所有…全部獻給主人…♥」,「我的所有…全部献给主人…♥」,「저의 힘… 그 모든 것을 바치겠습니다…♥」
HomeChar.Nayuta_F-2,「聖核戦姫…私が一匹残らず捕獲します」,「The Seikaku Princess I will capture every last one of them」,「聖核戰姬…由我來一隻不剩的將其捕獲」,「圣核战姬…由我来一只不剩的将其捕获」,「聖核戦姫…私が一匹残らず捕獲します」,「The Seikaku Princess I will capture every last one of them」,「聖核戰姬…由我來一隻不剩的將其捕獲」,「圣核战姬…由我来一只不剩的将其捕获」,「성핵전희… 제가 한 마리 남김없이 포획하겠습니다」
HomeChar.Nayuta_F-3,「…弱者は強者に従うのみです」,「...the weak follow the strong. That's all I need to do」,「…弱者只有向強者屈服這個選擇」,「…弱者只有向强者屈服这个选择」,「…弱者は強者に従うのみです」,「...the weak follow the strong. That's all I need to do」,「…弱者只有向強者屈服這個選擇」,「…弱者只有向强者屈服这个选择」,「…약자는 강자에게 따를 뿐입니다」
HomeChar.Kei_DLC_1-1,「逃げ出した二人はどこにいるのかな？」,「I wonder where those two runaways went?」,「逃跑的兩人現在會在哪裡呢？」,「逃跑的两人现在会在哪里呢？」,「逃げ出した二人はどこにいるのかな？」,「I wonder where those two runaways went?」,「逃跑的兩人現在會在哪裡呢？」,「逃跑的两人现在会在哪里呢？」,「도망친 두 사람은 어디에 있을까?」
HomeChar.Kei_DLC_1-2,「戦闘員化の研究は順調だよ。」,「Research on combatant conversion is going smoothly.」,「戰鬥員化的研究進展很順利唷。」,「战斗员化的研究进展很顺利唷。」,「戦闘員化の研究は順調だよ。」,「Research on combatant conversion is going smoothly.」,「戰鬥員化的研究進展很順利唷。」,「战斗员化的研究进展很顺利唷。」,「전투원화 연구는 순조로워.」
HomeChar.Kei_DLC_1-3,「どうやらエレナの所が大変なことになっているみたいだね？」,"「Looks like things have gotten complicated at Erena's place, huh?」",「看來艾蓮娜那邊情況好像很不得了？」,「看来艾莲娜那边情况好像很不得了？」,「どうやらエレナの所が大変なことになっているみたいだね？」,"「Looks like things have gotten complicated at Erena's place, huh?」",「看來艾蓮娜那邊情況好像很不得了？」,「看来艾莲娜那边情况好像很不得了？」,"「키, 키ーーー엣! 무슨 용무이십니까……?」"
HomeChar.Kei_DLC_1-4,「聖核戦姫を発見したけど…状況は良くないみたい。」,"「We've found the Holy Core Valkyrie, but... the situation doesn't look good.」",「找到聖核戰姬了，但...狀況似乎不太妙。」,「找到圣核战姬了，但...状况似乎不太妙。」,「聖核戦姫を発見したけど…状況は良くないみたい。」,"「We've found the Holy Core Valkyrie, but... the situation doesn't look good.」",「找到聖核戰姬了，但...狀況似乎不太妙。」,「找到圣核战姬了，但...状况似乎不太妙。」,(……어딘가에 쓸만한 정보는……?)
HomeChar.Kei_DLC_1-5,「さて…残りは雑魚聖核戦姫一匹だ。」,「Well now... all that's left is one weak Holy Core Valkyrie.」,「好了...剩下的只有一隻小咖聖核戰姬了。」,「好了...剩下的只有一只小咖圣核战姬了。」,「さて…残りは雑魚聖核戦姫一匹だ。」,「Well now... all that's left is one weak Holy Core Valkyrie.」,「好了...剩下的只有一隻沒用的聖核戰姬了。」,「好了...剩下的只有一只小咖圣核战姬了。」,「키잇ーーーーーー!」
HomeChar.Kei_DLC_1-6,「作戦は計画通り…さ、とっとと終わらせちゃおう。」,「The operation's going according to plan... Let's finish this quickly.」,「作戰進行非常順利...來吧，趕快結束吧。」,「作战进行非常顺利...来吧，赶快结束吧。」,「作戦は計画通り…さ、とっとと終わらせちゃおう。」,「The operation's going according to plan... Let's finish this quickly.」,「作戰進行非常順利...來吧，趕快結束吧。」,「作战进行非常顺利...来吧，赶快结束吧。」,「키이ーーー잇! 재단에 충성을 바칩니다!」
HomeChar.Hisui_DLC_1-1,「き、キィーーーーッ！何かご用でしょうか……？」,「S-Screeeech! Did you need something...?」,「啊、啊啊啊啊！有什麼事嗎……？」,「啊、啊啊啊啊！有什么事吗……？」,「き、キィーーーーッ！何かご用でしょうか……？」,「S-Screeeech! Did you need something...?」,「啊、啊啊啊啊！有什麼事嗎……？」,「啊、啊啊啊啊！有什幺事吗……？」,「키잇ーーーーーー!」
HomeChar.Hisui_DLC_1-2,(……どこかに使えそうな情報は……？),(...Is there any useful information around here...?),(……有沒有什麼看起來可以利用的情報……？),(……有没有什么看起来可以利用的情报……？),(……どこかに使えそうな情報は……？),(...Is there any useful information around here...?),(……有沒有什麼看起來可以利用的情報……？),(……有没有什幺看起来可以利用的情报……？),"「키, 키ーーー잇!(언젠가 반드시 이 조직을 장악해주겠어…)!!」"
HomeChar.sentouin46_DLC_1-1,「キィーーーーーーッ！」,「Screeeeeeech!」,「啊啊啊啊啊啊！」,「啊啊啊啊啊啊！」,「キィーーーーーーッ！」,「Screeeeeeech!」,「啊啊啊啊啊啊！」,「啊啊啊啊啊啊！」,「와훗♥ 주인님이신가요…읏!?」
HomeChar.sentouin46_DLC_1-2,「キィーーーッ！財団に忠誠を捧げます！」,「Screeeech! I pledge my loyalty to the Foundation!」,「啊啊啊！我將忠誠奉獻給財團！」,「啊啊啊！我将忠诚奉献给财团！」,「キィーーーッ！財団に忠誠を捧げます！」,「Screeeech! I pledge my loyalty to the Foundation!」,「啊啊啊！我將忠誠奉獻給財團！」,「啊啊啊！我将忠诚奉献给财团！」,"「헤헷, 헤헷, 헤헷, 에헤헤…♥」"
HomeChar.sentouin22_DLC_1-1,「キィーーーーーーッ！」,「Screeeeeeech!」,「啊啊啊啊啊啊！」,「啊啊啊啊啊啊！」,「キィーーーーーーッ！」,「Screeeeeeech!」,「啊啊啊啊啊啊！」,「啊啊啊啊啊啊！」,「저는 주인님께 길들여진 충견입니다…♥」
HomeChar.sentouin22_DLC_1-2,「き、キィーーッ！(いつか絶対この組織を乗っ取ってやる…)！！」,「S-Screeeech! (Someday I'll definitely take over this organization...!)」,「啊、啊啊啊啊！（總有一天我一定會奪取這個組織…！！）」,「啊、啊啊啊啊！（总有一天我一定会夺取这个组织…！！）」,「き、キィーーッ！(いつか絶対この組織を乗っ取ってやる…)！！」,「S-Screeeech! (Someday I'll definitely take over this organization...!)」,「啊、啊啊啊啊！（總有一天我一定會奪取這個組織…！！）」,「啊、啊啊啊啊！（总有一天我一定会夺取这个组织…！！）」,「꺄앙♥…훈육 조교 시간인가요…? 이 못난 개에게 잔뜩 벌을 내려주세요…읏♥」
HomeChar.Daiya_DLC_1-1,「わふっ♥ご主人様ですか…っ！？」,"「Woof♥ Is that you, Master...?」",「汪！♥是主人嗎…！」,「汪！♥是主人吗…！」,「わふっ♥ご主人様ですか…っ！？」,"「Woof♥ Is that you, Master...?」",「汪！♥是主人嗎…！」,「汪！♥是主人吗…！」,「왈프♥ 주인님이신가요…!?」
HomeChar.Daiya_DLC_1-2,「へっ、へっ、へっ、えへへぇ…♥」,"「Heh, heh, heh, eheheh...♥」",「嘿、嘿、嘿、嘻嘻…♥」,「嘿、嘿、嘿、嘻嘻…♥」,「へっ、へっ、へっ、えへへぇ…♥」,"「Heh, heh, heh, eheheh...♥」",「嘿、嘿、嘿、嘻嘻…♥」,「嘿、嘿、嘿、嘻嘻…♥」,"「헤엑, 헤엑, 헤엑… 에헤헤…♥」"
HomeChar.Daiya_DLC_1-3,「私はご主人様に躾けられた忠犬です…♥」,"「I’m Master's obedient pet, trained to serve...♥」",「我是被主人完美訓練過的忠犬…♥」,「我是被主人完美训练过的忠犬…♥」,「私はご主人様に躾けられた忠犬です…♥」,"「I’m Master's obedient pet, trained to serve...♥」",「我是被主人完美訓練過的忠犬…♥」,「我是被主人完美训练过的忠犬…♥」,「저는 주인님께 길들여진 충견입니다…♥」
HomeChar.Daiya_DLC_1-4,「きゃんっ♥…躾けの時間ですか…？この駄犬に沢山お仕置きしてくださいっ…♥」,「Yelp♥ ...Is it time for training...? Please punish this worthless dog plenty...♥」,「喵♥…訓練時間到了嗎…？請多多懲罰這隻笨狗吧…♥」,「喵♥…训练时间到了吗…？请多多惩罚这只笨狗吧…♥」,「きゃんっ♥…躾けの時間ですか…？この駄犬に沢山お仕置きしてくださいっ…♥」,「Yelp♥ ...Is it time for training...? Please punish this worthless dog plenty...♥」,「喵♥…訓練時間到了嗎…？請多多懲罰這隻笨狗吧…♥」,「喵♥…训练时间到了吗…？请多多惩罚这只笨狗吧…♥」,「캥♥… 훈련 시간인가요…? 이 못난 개에게 잔뜩 벌을 내려주세요…♥」
WorldScene,ワールド画面台詞,WorldMap Dialogue,ワールド画面台詞,ワールド画面台词,ワールド画面台詞,WorldMap Dialogue,ワールド畫面臺詞,ワールド画面台词,월드 화면 대사
World.Chapter2-3,「今回の作戦には“笹谷 明穂”が必要です。急いで調教のほうを進みましょう。」,"「We need ""Sasaya Akiho"" for this mission. Let's hurry up and proceed with the training.」",「今回の作戦には“笹谷 明穗”が必要です。急いで調教のほうを進みましょう。」,「今回の作戦には“笹谷 明穗”が必要です。急いで调教のほうを进みましょう。」,「今回の作戦には“笹谷 明穂”が必要です。急いで調教のほうを進みましょう。」,"""We need 'Sasaya Akiho' for this mission. Let's hurry up and proceed with the training.""",「這次的作戰需要〈笹谷 明穗〉的參與。調教那邊，請儘快推進。」,「这次的作战需要〈笹谷 明穗〉的参与。调教那边，请尽快推进。」,「이번 작전에는 “사사야 아키호”가 필요합니다. 서둘러 조교를 진행합시다.」
World.Chapter3-3,「六花の調教は進んでますか？とっとと堕としちゃってください！」,「How is Rikka's training going? Just take her down already!」,「六花の調教は進んでますか？とっとと堕としちゃってください！」,「六花の调教は进んでますか？とっとと堕としちゃってください！」,「六花の調教は進んでますか？とっとと堕としちゃってください！」,"""How is Rikka's training going? Just take her down already!""",「六花的調教進展怎麼樣？快點讓她徹底墮落吧！」,「六花的调教进展怎幺样？快点让她彻底堕落吧！」,「릿카의 조교는 진행되고 있습니까? 빨리 타락시켜 주십시오!」
World.Chapter5-3,「八雲那由多は強敵です。“清藤エレナ”を戦力に出来ればいいのですが…」,"「Yakumo Nayuta is a formidable opponent. I hope we can make use of Seidō Erena here...""」",「八雲那由多は強敵です。“清藤エレナ”を戦力に出来ればいいのですが…」,「八云那由多は强敌です。“清藤エレナ”を戦力に出来ればいいのですが…」,「八雲那由多は強敵です。“清藤エレナ”を戦力に出来ればいいのですが…」,"""Yakumo Nayuta is a formidable opponent. I hope we can make use of Seidō Erena here...""",「八雲那由多是個強敵……若能把〈清藤艾蓮娜〉納入戰力就好了……」,「八云那由多是个强敌……若能把〈清藤艾莲娜〉纳入战力就好了……」,「야쿠모 나유타는 강적입니다. “세이토 엘레나”를 전력으로 삼을 수 있다면 좋겠습니다만…」
World.Chapter6-1,「ついに我々が世界を征服する時です。戦力は万全にしておきましょう」,,「我們終於要征服世界了。讓我們確保戰力充足再出征吧。」,「我们终于要征服世界了。让我们确保战力充足再出征吧。」,「ついに我々が世界を征服する時です。戦力は万全にしておきましょう」,"""The time has finally come for us to conquer the world. Ensure our forces are at peak readiness.""",「我們終於要征服世界了。讓我們確保戰力充足再出徵吧。」,「我们终于要征服世界了。让我们确保战力充足再出征吧。」,「드디어 우리가 세계를 정복할 때입니다. 전력은 만전으로 해둡시다」
World.DLC-2,「脱走者の捜索に人手を割けません。出動人数は2人が限界です。」,,「無法調派這麼多人手搜尋區區逃亡者。出動人數兩人就是極限了。」,「无法调派这么多人手搜寻区区逃亡者。出动人数两人就是极限了。」,「脱走者の捜索に人手を割けません。出動人数は2人が限界です。」,"""We cannot spare any more personnel to search for the escapees. The deployment limit is two people.""",「無法調派這麼多人手搜尋區區逃亡者。出動人數兩人就是極限了。」,「无法调派这幺多人手搜寻区区逃亡者。出动人数两人就是极限了。」,「탈주자 수색에 인력을 투입할 여유가 없습니다. 출동 인원은 2명이 한계입니다。」
World.DLC-8,「先にダイヤちゃんを躾けちゃおうか。」,,「我們先來訓練一下小黛雅吧。」,「我们先来训练一下小黛雅吧。」,「先にダイヤちゃんを躾けちゃおうか。」,"""Shall we start disciplining Daiya first?""",「我們先來訓練一下小黛雅吧。」,「我们先来训练一下小黛雅吧。」,「먼저 다이아쨩을 훈련시켜 볼까?」
World.DLC-8-2,このステージでは「猫宮 京」を出動させることができません。,,在這個關卡中無法派遣猫宮 京。,在这个关卡中无法派遣猫宫 京。,このステージでは「猫宮 京」を出動させることができません。,"""Nekomiya Kei"" cannot be deployed for this stage.",在這個關卡中無法派遣貓宮 京。,在这个关卡中无法派遣猫宫 京。,이 스테이지에서는 「네코미야 쿄」를 출전시킬 수 없습니다.
BattleLog,戦闘ログ,Battlelog,戦闘ログ,戦闘ログ,戦闘ログ,Battlelog,戦闘ログ,戦闘ログ,전투 로그
BattleLog.Attack,{0}　の攻撃！,{0}'s attack!,{0}　的攻擊！,{0}　的攻击！,{0}　の攻撃！,{0}'s attack!,{0}　的攻擊！,{0}　的攻击！,{0}의 공격!
BattleLog.Damage,{0}　に　{1}　のダメージを与えた！,Deals {1} damage to {0}!,向　{0}　造成　{1}　點傷害！,向　{0}　造成　{1}　点伤害！,{0}　に　{1}　のダメージを与えた！,Deals {1} damage to {0}!,向　{0}　造成　{1}　點傷害！,向　{0}　造成　{1}　点伤害！,{0}에게 {1}의 데미지를 주었다!
BattleLog.HealHP,{0}　の HPが {1} 回復した！,{0}'s HP is healed by {1}!,{0}　回復了 {1} 點 HP！,{0}　回复了 {1} 点 HP！,{0}　の HPが {1} 回復した！,{0}'s HP is healed by {1}!,{0}　回復了 {1} 點 HP！,{0}　回复了 {1} 点 HP！,{0}의 HP가 {1} 회복되었다!
BattleLog.HealSP,{0}　の SPが {1} 回復した！,{0}'s SP is healed by {1}!,{0}　回復了 {1} 點 SP！,{0}　回复了 {1} 点 SP！,{0}　の SPが {1} 回復した！,{0}'s SP is healed by {1}!,{0}　回復了 {1} 點 SP！,{0}　回复了 {1} 点 SP！,{0}의 SP가 {1} 회복되었다!
BattleLog.MissAttack,{0}　に避けられた！,{0} evades the attack!,被　{0}　閃躲掉了！,被　{0}　闪躲掉了！,{0}　に避けられた！,{0} evades the attack!,被　{0}　閃躲掉了！,被　{0}　闪躲掉了！,{0}에게 회피당했다!
BattleLog.ItemSelf,{0}　が {1} を使った。,{0} uses {1}.,{0}　使用了 {1} 。,{0}　使用了 {1} 。,{0}　が {1} を使った。,{0} uses {1}.,{0}　使用了 {1} 。,{0}　使用了 {1} 。,"{0}, {1} 사용했다."
BattleLog.ItemSelfToSelf,{0}　が自分に {1} を使った。,{0} uses {1}.,{0}　對自己使用了 {1} 。,{0}　对自己使用了 {1} 。,{0}　が自分に {1} を使った。,{0} uses {1}.,{0}　對自己使用了 {1} 。,{0}　对自己使用了 {1} 。,"{0}, 자신에게 {1} 사용했다."
BattleLog.ItemOther,{0}　が {1} に {2} を使った。,{0} uses {1} to {2}.,{0}　向 {1} 使用了 {2} 。,{0}　向 {1} 使用了 {2} 。,{0}　が {1} に {2} を使った。,{0} uses {1} to {2}.,{0}　向 {1} 使用了 {2} 。,{0}　向 {1} 使用了 {2} 。,"{0}, {1}에게 {2} 사용했다."
BattleLog.Idle,{0}　が待機する。,{0} idles.,{0}　選擇待機。,{0}　选择待机。,{0}　が待機する。,{0} idles.,{0}　選擇待機。,{0}　选择待机。,"{0}, 대기한다."
BattleLog.IdleSP,{0}　が休憩をとった。SP　{1}　回復した。,{0} rested abit. SP is healed by {1}.,{0}　休息了一下。回復　{1}　點SP。,{0}　休息了一下。回复　{1}　点SP。,{0}　が休憩をとった。SP　{1}　回復した。,{0} rested abit. SP is healed by {1}.,{0}　休息了一下。回復　{1}　點SP。,{0}　休息了一下。回复　{1}　点SP。,"{0}, 휴식을 취했다. SP {1} 회복했다."
BattleLog.TankAttack,{0}　のビーム攻撃！,{0}'s beam attack!,{0}　的能量射線攻擊！,{0}　的能量射线攻击！,{0}　のビーム攻撃！,{0}'s beam attack!,{0}　的能量射線攻擊！,{0}　的能量射线攻击！,{0}의 빔 공격!
BattleLog.StunStart,{0}　が行動不能となった！,{0} became incapable of action!,{0}　陷入行動不能狀態！,{0}　陷入行动不能状态！,{0}　が行動不能となった！,{0} became incapable of action!,{0}　陷入行動不能狀態！,{0}　陷入行动不能状态！,"{0}, 행동 불능이 되었다!"
BattleLog.StunUpdate,{0}　はまだ動けない。,{0} is still stuck.,{0}　還暫時動不了。,{0}　还暂时动不了。,{0}　はまだ動けない。,{0} is still stuck.,{0}　還暫時動不了。,{0}　还暂时动不了。,"{0}, 아직 움직일 수 없다."
BattleLog.HurtStart,{0}　が怪我をした！,{0} was injured!,{0}　受傷了！,{0}　受伤了！,{0}　が怪我をした！,{0} was injured!,{0}　受傷了！,{0}　受伤了！,"{0}, 부상을 입었다!"
BattleLog.HurtUpdate,{0}　の怪我が痛む！　{1}　のダメージを受けた。,{0} injuries hurt!　{1} injuries hurt!,{0}　的傷口還在痛！受到　{1}　點傷害。,{0}　的伤口还在痛！受到　{1}　点伤害。,{0}　の怪我が痛む！　{1}　のダメージを受けた。,{0} injuries hurt!　{1} injuries hurt!,{0}　的傷口還在痛！受到　{1}　點傷害。,{0}　的伤口还在痛！受到　{1}　点伤害。,{0}의 부상이 아프다! {1}의 데미지를 받았다.
BattleLog.HurtEnd,{0}　の怪我が治った。,{0} injuries were healed.,{0}　的傷口治愈了。,{0}　的伤口治愈了。,{0}　の怪我が治った。,{0} injuries were healed.,{0}　的傷口治癒了。,{0}　的伤口治愈了。,{0}의 부상이 나았다.
BattleLog.HealStart,{0}　は継続的にHPを回復される。,{0} is continuously restored HP.,{0}　將持續回復HP。,{0}　将持续回复HP。,{0}　は継続的にHPを回復される。,{0} is continuously restored HP.,{0}　將持續回復HP。,{0}　将持续回复HP。,"{0}, 지속적으로 HP를 회복한다."
BattleLog.HealUpdate,{0}　の HP {1} 回復した。,{0} HP {1} recovered.,{0}　回復了 {1} 點HP。,{0}　回复了 {1} 点HP。,{0}　の HP {1} 回復した。,{0} HP {1} recovered.,{0}　回復了 {1} 點HP。,{0}　回复了 {1} 点HP。,{0}의 HP {1} 회복했다.
BattleLog.ShieldUpStart,{0}　の防御が固くなった。,{0} defenses have hardened.,{0}　的防御力提升了。,{0}　的防御力提升了。,{0}　の防御が固くなった。,{0} defenses have hardened.,{0}　的防禦力提升了。,{0}　的防御力提升了。,{0}의 방어가 단단해졌다.
BattleLog.ShieldDownStart,{0}　の防御が弱くなった。,{0} defense weakened.,{0}　的防御變弱了。,{0}　的防御变弱了。,{0}　の防御が弱くなった。,{0} defense weakened.,{0}　的防禦變弱了。,{0}　的防御变弱了。,{0}의 방어가 약해졌다.
BattleLog.AttackUpStart,{0}　の攻撃力が {1} 上がった！,{0}'s attack power was increased by {1}!,{0}　的攻撃力提升了 {1} 點！,{0}　的攻撃力提升了 {1} 点！,{0}　の攻撃力が {1} 上がった！,{0}'s attack power was increased by {1}!,{0}　的攻擊力提升了 {1} 點！,{0}　的攻撃力提升了 {1} 点！,{0}의 공격력이 {1} 올랐다!
BattleLog.AttackDownStart,{0}　の攻撃力が {1} 下がった！,{0}'s attack power was reduced by {1}!,{0}　的攻擊力下降了 {1} 點！,{0}　的攻击力下降了 {1} 点！,{0}　の攻撃力が {1} 下がった！,{0}'s attack power was reduced by {1}!,{0}　的攻擊力下降了 {1} 點！,{0}　的攻击力下降了 {1} 点！,{0}의 공격력이 {1} 내려갔다!
BattleLog.SpeedUpStart,{0}　の動きが {1} 速くなった。,{0} moved {1} faster.,{0}　的速度加快了 {1} 點。,{0}　的速度加快了 {1} 点。,{0}　の動きが {1} 速くなった。,{0} moved {1} faster.,{0}　的速度加快了 {1} 點。,{0}　的速度加快了 {1} 点。,{0}의 움직임이 {1} 빨라졌다.
BattleLog.SpeedDownStart,{0}　の動きが {1} 鈍くなった。,{0} movement {1} slowed down.,{0}　的速度變慢了 {1} 點。,{0}　的速度变慢了 {1} 点。,{0}　の動きが {1} 鈍くなった。,{0} movement {1} slowed down.,{0}　的速度變慢了 {1} 點。,{0}　的速度变慢了 {1} 点。,{0}의 움직임이 {1} 둔해졌다.
BattleLog.Disarm,{0}　は攻撃できなくなった,{0} can no longer attack,{0}　變得不能攻擊了,{0}　变得不能攻击了,{0}　は攻撃できなくなった,{0} can no longer attack,{0}　變得不能攻擊了,{0}　变得不能攻击了,"{0}, 공격할 수 없게 되었다"
BattleLog.Horny,{0}　が急に発情し始めた...,{0} suddenly went into heat...,{0} 突然進入發情了...,{0} 突然进入发情了...,{0}　が急に発情し始めた...,{0} suddenly went into heat...,{0} 突然進入發情了...,{0} 突然进入发情了...,{0}에게서 {1} 발사!
BattleLog.Stungun,{0}　から {1} を放つ！,{0} to {1}!,{0}　射出 {1}！,{0}　射出 {1}！,{0}　から {1} を放つ！,{0} to {1}!,{0}　射出 {1}！,{0}　射出 {1}！,{0}에서의 {1}!
BattleLog.AbilityExecute,{0}　からの {1}！,{1} from {0},{0}　的 {1}！,{0}　的 {1}！,{0}　からの {1}！,{1} from {0},{0}　的 {1}！,{0}　的 {1}！,"{0}, {1} 실행."
BattleLog.AbilityExecuteSelf,{0}　が{1}する。,{0} does {1}.,{0}　進行{1}。,{0}　进行{1}。,{0}　が{1}する。,{0} does {1}.,{0}　進行{1}。,{0}　进行{1}。,"{0}, 촉수를 {1}에게 뻗는다<cspace=-0.18em>ーー</cspace>!"
BattleLog.Tentacle,{0}　が触手を {1} に伸ばす<cspace=-0.18em>ーー</cspace>！,{0} extends its tentacles to {1} <cspace=-0.18em>ーー</cspace>!,{0}　將觸手伸向 {1} <cspace=-0.18em>ーー</cspace>！,{0}　将触手伸向 {1} <cspace=-0.18em>ーー</cspace>！,{0}　が触手を {1} に伸ばす<cspace=-0.18em>ーー</cspace>！,{0} extends its tentacles to {1} <cspace=-0.18em>ーー</cspace>!,{0}　將觸手伸向 {1} <cspace=-0.18em>ーー</cspace>！,{0}　将触手伸向 {1} <cspace=-0.18em>ーー</cspace>！,효과는 없었다.
BattleLog.NoEffect,効果はなかった。,There was no effect.,効果はなかった。,効果はなかった。,効果はなかった。,There was no effect.,沒有效果。,効果はなかった。,"SP {0}, {1}에게 나누어 주었다!"
BattleLog.GiveSP,SP {0} を {1} に分け与えた！,SP {0} was shared with {1}!,將SP {0} 點分給 {1} 了！,将SP {0} 点分给 {1} 了！,SP {0} を {1} に分け与えた！,SP {0} was shared with {1}!,將SP {0} 點分給 {1} 了！,将SP {0} 点分给 {1} 了！,{0}의 SP {1} 흡수했다!
BattleLog.SPDrain,{0}　のSP {1} 吸収した！ ,{0}’s SP {1} was absorbed!,吸收了　{0}　的SP {1} 點！ ,吸收了　{0}　的SP {1} 点！ ,{0}　のSP {1} 吸収した！ ,{0}’s SP {1} was absorbed!,吸收了　{0}　的SP {1} 點！,吸收了　{0}　的SP {1} 点！,{0}의 HP {1} 흡수했다!
BattleLog.HPDrain,{0}　のHP {1} 吸収した！,{0}'s HP {1} was absorbed!,吸收了　{0}　的HP {1} 點！ ,吸收了　{0}　的HP {1} 点！ ,{0}　のHP {1} 吸収した！,{0}'s HP {1} was absorbed!,吸收了　{0}　的HP {1} 點！,吸收了　{0}　的HP {1} 点！,"{0}, 재기 불능이 되었다."
BattleLog.Retire,{0}　が再起不能となった。,{0} is defeated.,{0}　倒下了。,{0}　倒下了。,{0}　が再起不能となった。,{0} is defeated.,{0}　倒下了。,{0}　倒下了。,"{0}, 재기 불능이 되었다."
BattleLog.Defeat,{0}　が再起不能となった。,{0} is defeated.,{0}　倒下了。,{0}　倒下了。,{0}　が再起不能となった。,{0} is defeated.,{0}　倒下了。,{0}　倒下了。,"{0}, 해킹을 시도한다! 성공 확률은 {1}"
BattleLog.Hacking,{0}　がハッキングを挑む！成功確率は {1},{0} challenges the hack! Chance of success {1},{0}　嘗試駭入該敵人！成功率為 {1},{0}　尝试骇入该敌人！成功率为 {1},{0}　がハッキングを挑む！成功確率は {1},{0} challenges the hack! Chance of success {1},{0}　嘗試駭入該敵人！成功率為 {1},{0}　尝试骇入该敌人！成功率为 {1},"성공했다! {0}, 꼭두각시가 되었다."
BattleLog.Hacking_Success,成功した！ {0}　が傀儡となった。,Success! {0} became a puppet.,成功！ {0}　成為了傀儡。,成功！ {0}　成为了傀儡。,成功した！ {0}　が傀儡となった。,Success! {0} became a puppet.,成功！ {0}　成為了傀儡。,成功！ {0}　成为了傀儡。,해킹이 실패했다.
BattleLog.Hacking_Fail,ハッキングが失敗した。,The hack failed.,失敗了。,失败了。,ハッキングが失敗した。,The hack failed.,失敗了。,失败了。,{0}의 시스템 고장이 고쳐졌다.
BattleLog.Hacking_End,{0}　のシステム故障が直った。,{0} system failure was fixed.,{0}　的系統故障被修好了。,{0}　的系统故障被修好了。,{0}　のシステム故障が直った。,{0} system failure was fixed.,{0}　的系統故障被修好了。,{0}　的系统故障被修好了。,"{0}! {1}, 지금부터 {2}회 연속 행동한다."
BattleLog.Overdrive,{0}！ {1} がこれから{2}回連続行動する。,{0} {1} will now act {2} times in succession.,{0}！ {1} 現在開始可以連續行動{2}回合。,{0}！ {1} 现在开始可以连续行动{2}回合。,{0}！ {1} がこれから{2}回連続行動する。,{0} {1} will now act {2} times in succession.,{0}！ {1} 現在開始可以連續行動{2}回合。,{0}！ {1} 现在开始可以连续行动{2}回合。,또 {0}의 턴!
BattleLog.ContinueTurn,また{0}のターン！,Another {0} turn!,還是{0}的回合！,还是{0}的回合！,また{0}のターン！,Another {0} turn!,還是{0}的回合！,还是{0}的回合！,아군 전원을 완전 회복했다!
BattleLog.TeamHeal,仲間全員を全回復した！,All of his friends were restored to full health!,隊友全員滿狀態回復了！,队友全员满状态回复了！,仲間全員を全回復した！,All of his friends were restored to full health!,隊友全員回復滿狀態了！,队友全员满状态回复了！,{0}의 {1}!
BattleLog.Usage,{0}　の　{1}！,{1} of {0},{0}　的　{1}！,{0}　的　{1}！,{0}　の　{1}！,{1} of {0},{0}　的　{1}！,{0}　的　{1}！,{0}의 방어력이 {1} 점 내려갔다.
BattleLog.ShieldDownValue,{0}　の防御力が {1} 点下げた。,{0}'s defense was lowered by {1} point.,{0}　的防御力下降了 {1} 點。,{0}　的防御力下降了 {1} 点。,{0}　の防御力が {1} 点下げた。,{0}'s defense was lowered by {1} point.,{0}　的防禦力下降了 {1} 點。,{0}　的防御力下降了 {1} 点。,다음 데미지를 완전 방어한다!
