Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,
Record.AkihoDLC-17,,「まあそんなことどうでもいいね！私もそろそろムラムラしてきちゃったし…」,「まあそんなことどうでもいいね！私もそろそろムラムラしてきちゃったし…」,「算了，那種事不重要！我也差不多開始癢了…」,"""Well, whatever! I'm getting horny anyway...""",「뭐 그런 거 아무래도 좋네! 나도 슬슬 발정해버렸고…」,「算了，那种事不重要！我也差不多开始痒了…」
,,,,,,,
Record.AkihoDLC-18,,「そこの…072号ちゃん？でいいや！パコパコしてあげるからおマンコ出して！」,「そこの…072号ちゃん？でいいや！パコパコしてあげるからおマンコ出して！」,「那邊的…就072號醬吧！我要插妳了，把小穴露出來！」,"""You there... 072? That'll do! I'm going to take you, so get your pussy ready!""",「거기… 072호쨩? 그만 됐어! 파코파코 해줄 테니 보지 내놔!」,「那边的…就072号酱吧！我要插你了，把小穴露出来！」
,,,,,,,
Record.AkihoDLC-19,072号,「！―――は、はっ！」,「！―――は、はっ！」,「！―――是、是！」,"""Y-Yes!""","「!―――네, 넷!」",「！―――是、是！」
,,,,,,,
Record.AkihoDLC-20,Akiho DLC 1-2,そして072号は明穂の前に立ち、チンポへと自分の股間をあてがう,そして072号は明穂の前に立ち、チンポへと自分の股間をあてがう,接著072號站到明穗面前，將自己的胯下對準肉棒,"072 stood before Akiho, guiding Akiho's cock toward her crotch.","그리고 072호는 아키호 앞에 서서, 자지에 자신의 사타구니를 맞댄다",接着072号站到明穗面前，将自己的胯下对准肉棒
,,,,,,,
Record.AkihoDLC-21,,「072号！、準備できました！」,「072号！、準備できました！」,「072號！、準備好了！」,"""072, ready!""","「072호!, 준비됐습니다!」",「072号！、准备好了！」
,,,,,,,
Record.AkihoDLC-22,明穂,「アハッ♥、じゃあおちんちん入れてあげるね～♥！それっ！」,「アハッ♥、じゃあおちんちん入れてあげるね～♥！それっ！」,「啊哈♥、那我要把肉棒放進去了喔～♥！來！」,"""Aha♥, then I'll put it in♥! Here!""","「아핫♥, 그럼 자지 넣어줄게~♥! 자!」",「啊哈♥、那我要把肉棒放进去了喔～♥！来！」
,,,,,,,
Record.AkihoDLC-23,Akiho DLC 1-3,ズプウッ！！,ズプウッ！！,滋噗喔！！,Thrust!!,즈푸웃!!,滋噗喔！！
,,,,,,,
Record.AkihoDLC-24,072号,「ん゛っ――――♥！」,「ん゛っ――――♥！」,「嗯――――♥！」,"""Nghhhhhhh♥!""",「응옷 윽――――♥!」,「嗯――――♥！」
,,,,,,,
Record.AkihoDLC-25,,「ほらほらぁ♥、動いてっ！おちんちん気持ちよくしてっ♥！」,「ほらほらぁ♥、動いてっ！おちんちん気持ちよくしてっ♥！」,「快點快點♥、動起來！讓肉棒舒服一點♥！」,"""Come on♥, move! Make my cock feel good♥!""","「자자앗♥, 움직여! 자지 기분 좋게 해줘♥!」",「快点快点♥、动起来！让肉棒舒服一点♥！」
,,,,,,,
Record.AkihoDLC-26,072号,「は、はいっ！」,「は、はいっ！」,「是、是的！」,"""Y-yes!""","「네, 넷!」",「是、是的！」
,,,,,,,
Record.AkihoDLC-27,Akiho DLC 1-4,パチュッ、パチュッ、パチュッ♥！,パチュッ、パチュッ、パチュッ♥！,啪啾、啪啾、啪啾♥！,"Slaps, slaps, slap♥!","파츗, 파츗, 파츗♥!",啪啾、啪啾、啪啾♥！
,,,,,,,
Record.AkihoDLC-28,072号,「はあっ、はあっ…っ♥！」,「はあっ、はあっ…っ♥！」,「哈啊、哈啊…♥！」,"""Haa, haa...♥!""","「하앗, 하앗…윽♥!」",「哈啊、哈啊…♥！」
,,,,,,,
Record.AkihoDLC-29,,ヘコッ！ヘコッ、ヘコッ！,ヘコッ！ヘコッ、ヘコッ！,嘿咻！嘿咻、嘿咻！,"Thrust! Thrust, thrust!","헤콧! 헤콧, 헤콧!",嘿咻！嘿咻、嘿咻！
,,,,,,,
Record.AkihoDLC-30,,(この感じ……何か懐かしい気が……思い出せない……),(この感じ……何か懐かしい気が……思い出せない……),（這種感覺……好像有點懷念……想不起來……）,(This feeling... something familiar... I can't remember...),(이 느낌…… 뭔가 그리운 기분이…… 생각나지 않아……),（这种感觉……好像有点怀念……想不起来……）
,,,,,,,
Record.AkihoDLC-31,,「い、いかがですかっ……♥！」,「い、いかがですかっ……♥！」,「您、您覺得如何…♥！」,"""H-How is it...♥?""","「어, 어떻습니까……♥!」",「您、您觉得如何…♥！」
,,,,,,,
Record.AkihoDLC-32,,(何か……とても大事な事のような…？),(何か……とても大事な事のような…？),（好像有什麼……非常重要的事情…？）,(Something... Something very important...?),(뭔가…… 매우 중요한 일 같은…?),（好像有什么……非常重要的事情…？）
,,,,,,,
Record.AkihoDLC-33,,(何故？…私が幹部様にこんな感情？を…？),(何故？…私が幹部様にこんな感情？を…？),（為什麼？…我對幹部大人會有這種感覺？）,(Why? Why would I have these... feelings toward an executive...?),(왜?… 내가 간부님께 이런 감정?을…?),（为什么？…我对干部大人会有这种感觉？）
,,,,,,,
Record.AkihoDLC-34,明穂,「……ねえ072号ちゃん？なんかサボってない？ホントに集中してやってるの？」,「……ねえ072号ちゃん？なんかサボってない？ホントに集中してやってるの？」,「……喂072號醬？是不是有點偷懶了？妳真的有專心在做嗎？」,"""...Hey 072? Are you slacking off? Are you really focusing?""",「……이봐 072호쨩? 뭔가 게으름 피우고 있지 않아? 정말 집중해서 하고 있어?」,「……喂072号酱？是不是有点偷懒了？你真的有专心在做吗？」
,,,,,,,
Record.AkihoDLC-35,072号,「――――っ！」,「――――っ！」,「――――！」,"""...!""",「――――잇!」,「――――！」
,,,,,,,
Record.AkihoDLC-36,明穂,「それに072号ちゃんちょっと他のクローンちゃんに比べて体力なくない？真面目にやらないとホントに下級戦闘員にするよ？」,「それに072号ちゃんちょっと他のクローンちゃんに比べて体力なくない？真面目にやらないとホントに下級戦闘員にするよ？」,「而且072號醬妳的體力是不是比其他克隆妹妹們差一點？不認真做的話，我真的會把妳降級成下級戰鬥員喔？」,"""And 072, don't you have less stamina than the other clones? If you don't take this seriously, I'll really demote you to a junior soldier, you know?""",「게다가 072호쨩 조금 다른 클론쨩에 비해 체력 없지 않아? 제대로 안 하면 정말 하급 전투원으로 만들 거야?」,「而且072号酱你的体力是不是比其他克隆妹妹们差一点？不认真做的话，我真的会把你降级成下级战斗员喔？」
,,,,,,,
Record.AkihoDLC-37,072号,「も、申し訳ございません明穂様っ！」,「も、申し訳ございません明穂様っ！」,「非、非常抱歉明穗大人！」,"""M-My deepest apologies, Lady Akiho!""","「죄, 죄송합니다 아키호 님!」",「非、非常抱歉明穗大人！」
,,,,,,,
Record.AkihoDLC-38,Akiho DLC 1-6,「幹部様を敬う気持ちが足りてないんじゃない？誰に向かってご奉仕してるのかな？」,「幹部様を敬う気持ちが足りてないんじゃない？誰に向かってご奉仕してるのかな？」,「妳是不是不夠尊敬幹部大人？妳是在侍奉誰妳知道嗎？」,"""Maybe you don't have enough respect for an executive? Who exactly are you serving?""",「간부님을 존경하는 마음이 부족한 거 아니야? 누구에게 봉사하고 있는 거야?」,「你是不是不够尊敬干部大人？你是在侍奉谁你知道吗？」
,,,,,,,
Record.AkihoDLC-39,072号,「―――そ、それは！」,「―――そ、それは！」,「―――這、這個！」,"""Th-That's...""","「―――그, 그것은!」",「―――这、这个！」
,,,,,,,
Record.AkihoDLC-40,,「私とあなたじゃ全然立場が違うんだからぁ？もっとちゃんとご奉仕しなきゃだよね？」,「私とあなたじゃ全然立場が違うんだからぁ？もっとちゃんとご奉仕しなきゃだよね？」,「我和妳的立場完全不一樣喔？所以要更確實地侍奉才對吧？」,"""Our positions are completely different, you know? You need to serve me properly, right?""",「나랑 너랑은 전혀 입장이 다르니까아? 좀 더 제대로 봉사해야지?」,「我和你的立场完全不一样喔？所以要更确实地侍奉才对吧？」
,,,,,,,
Record.AkihoDLC-41,072号,「はっ、はいっ！明穂様！しっかりご奉仕させていただきます！」,「はっ、はいっ！明穂様！しっかりご奉仕させていただきます！」,「是、是的！明穗大人！我會好好侍奉您的！」,"""Y-Yes! Lady Akiho! I will serve you properly!""","「네, 넷! 아키호 님! 제대로 봉사하겠습니다!」",「是、是的！明穗大人！我会好好侍奉您的！」
,,,,,,,
Record.AkihoDLC-42,,(そうっ！、私はクローン戦闘員072号…幹部様の命令には絶対服従……！),(そうっ！、私はクローン戦闘員072号…幹部様の命令には絶対服従……！),（沒錯！、我是克隆戰鬥員072號…對幹部大人的命令必須絕對服從…！）,(That's right! I am clone soldier 072... I must obey the executives...!),"(그래!, 나는 클론 전투원 072호… 간부님의 명령에는 절대 복종……!)",（没错！、我是克隆战斗员072号…对干部大人的命令必须绝对服从…！）
,,,,,,,
Record.AkihoDLC-43,,(余計なことを考えてないでしっかりと明穂様にご奉仕しなければ！),(余計なことを考えてないでしっかりと明穂様にご奉仕しなければ！),（不要想多餘的事，必須確實地侍奉明穗大人！）,(I must stop thinking unnecessary things and properly serve Lady Akiho!),(쓸데없는 생각 말고 제대로 아키호 님께 봉사해야 해!),（不要想多馀的事，必须确实地侍奉明穗大人！）
,,,,,,,
Record.AkihoDLC-44,,(余計な思考と感情は戦闘員には不要……！),(余計な思考と感情は戦闘員には不要……！),（多餘的思考和情感，對戰鬥員來說是不需要的…！）,(Unnecessary thoughts and emotions are not needed for a soldier...!),(쓸데없는 사고와 감정은 전투원에게는 불필요……!),（多馀的思考和情感，对战斗员来说是不需要的…！）
,,,,,,,
Record.AkihoDLC-45,,「―――――ッ！」,「―――――ッ！」,「―――――！」,"""...!""",「―――――잇!」,「―――――！」
,,,,,,,
Record.AkihoDLC-46,,パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！,啪！啪！啪！,Slap! Slap! Slap!,팡! 팡! 팡!,啪！啪！啪！
,,,,,,,
Record.AkihoDLC-47,Akiho DLC 1-7,「アハッ♥、ちゃんと動くようになったっ！やればできるじゃんっ♥！」,「アハッ♥、ちゃんと動くようになったっ！やればできるじゃんっ♥！」,「啊哈♥、妳終於動起來了！只要肯做就能做到嘛♥！」,"""Aha♥, you're moving properly now! See, you can do it when you try♥!""","「아핫♥, 제대로 움직이게 됐네! 하면 되잖아♥!」",「啊哈♥、你终于动起来了！只要肯做就能做到嘛♥！」
,,,,,,,
Record.AkihoDLC-48,,「はっ♥、はっ♥、恐れ入りますっ♥！」,「はっ♥、はっ♥、恐れ入りますっ♥！」,「是♥、是♥、感激不盡♥！」,"""Hah♥, hah♥, thank you very much♥!""","「핫♥, 핫♥, 황송합니다♥!」",「是♥、是♥、感激不尽♥！」
,,,,,,,
Record.AkihoDLC-49,,「アハァ♥、いいよぉ？ほらっ、もっとおマンコきゅーってしてっ！」,「アハァ♥、いいよぉ？ほらっ、もっとおマンコきゅーってしてっ！」,「啊哈♥、很棒喔？來、把小穴夾得更緊一點♥！」,"""Ahaa♥, that's good! Come on, squeeze your pussy more!""","「아하아♥, 좋아? 자!, 좀 더 보지 뀨-욱 해줘!」",「啊哈♥、很棒喔？来、把小穴夹得更紧一点♥！」
,,,,,,,
Record.AkihoDLC-50,072号,「はっ、はいっ！了解しましたっ！」,「はっ、はいっ！了解しましたっ！」,「是、是的！遵命！」,"""Y-Yes! Understood!""","「네, 넷! 알겠습니다!」",「是、是的！遵命！」
,,,,,,,
Record.AkihoDLC-51,,「はあっ♥、はあっ♥、はあっ♥！」,「はあっ♥、はあっ♥、はあっ♥！」,「哈啊♥、哈啊♥、哈啊♥！」,"""Haa♥, haa♥, haa♥!""","「하앗♥, 하앗♥, 하앗♥!」",「哈啊♥、哈啊♥、哈啊♥！」
,,,,,,,
Record.AkihoDLC-52,,(明穂様にっ♥、ご満足していただかなくてはっ♥！),(明穂様にっ♥、ご満足していただかなくてはっ♥！),（必須讓明穗大人♥、感到滿足才行♥！）,(I must♥ satisfy Lady Akiho♥!),"(아키호 님께♥, 만족시켜 드려야 해♥!)",（必须让明穗大人♥、感到满足才行♥！）
,,,,,,,
Record.AkihoDLC-53,,(それが私っ、クローン戦闘員の役目っ♥！),(それが私っ、クローン戦闘員の役目っ♥！),（這就是我、克隆戰鬥員的職責♥！）,(That's my role as a clone soldier♥!),"(그것이 나, 클론 전투원의 역할♥!)",（这就是我、克隆战斗员的职责♥！）
,,,,,,,
Record.AkihoDLC-54,,パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！,啪！啪！啪！,Slap! Slap! Slap!,팡! 팡! 팡!,啪！啪！啪！
,,,,,,,
Record.AkihoDLC-55,,「あ～でそうかもっ♥、072号ちゃん！しっかり受け止めてねッ♥！」,「あ～でそうかもっ♥、072号ちゃん！しっかり受け止めてねッ♥！」,「啊～我好像要射了♥、072號醬！要好好地接住喔♥！」,"""Ahhhh, I'm getting close♥, 072! Make sure to take it all♥!""","「아~ 쌀 것 같아♥, 072호쨩! 제대로 받아줘♥!」",「啊～我好像要射了♥、072号酱！要好好地接住喔♥！」
,,,,,,,
Record.AkihoDLC-56,072号,「…！い、いつでもご射精くださいっ♥！」,「…！い、いつでもご射精くださいっ♥！」,「…！隨、隨時請您射精♥！」,"""...! P-Please ejaculate whenever you're ready♥!""","「…! 아, 언제든지 싸주세요♥!」",「…！随、随时请您射精♥！」
,,,,,,,
Record.AkihoDLC-57,Akiho DLC 1-8,ドクッ！ドクドクッ！,ドクッ！ドクドクッ！,噗滋——咕嚕咕嚕——！,Throb! Throb throb!,도큣! 도크도크!,噗滋——咕噜咕噜——！
,,,,,,,
Record.AkihoDLC-58,明穂,「あっ♥、アハっ♥、出てるっ！おちんぽ汁っ、クローンちゃんのの中にっ♥！」,「あっ♥、アハっ♥、出てるっ！おちんぽ汁っ、クローンちゃんのの中にっ♥！」,「啊♥、啊哈♥、出來了！肉棒汁、射到克隆醬的體內了♥！」,"""Ah♥, Aha♥, it's coming out! I'm coming inside the clone♥!""","「앗♥, 아핫♥, 나온다! 자지즙, 클론쨩 안에♥!」",「啊♥、啊哈♥、出来了！肉棒汁、射到克隆酱的体内了♥！」
,,,,,,,
Record.AkihoDLC-59,,「あ～クローンちゃんの中にぴゅっぴゅするの最高～！」,「あ～クローンちゃんの中にぴゅっぴゅするの最高～！」,「啊～射在克隆醬體內真是太爽了～！」,"""Ahhhhhh, finishing inside a clone is the best!""",「아~ 클론쨩 안에 퓻퓻하는 거 최고~!」,「啊～射在克隆酱体内真是太爽了～！」
,Akiho DLC 1-9,,,,,,
Record.AkihoDLC-60,072号,「はあっ♥、はあっ♥、どうですかっ…♥！」,「はあっ♥、はあっ♥、どうですかっ…♥！」,「哈啊♥、哈啊♥、您覺得怎麼樣…♥！」,"""Haa♥, haa♥, how was it...♥?""","「하앗♥, 하앗♥, 어떻습니까…♥!」",「哈啊♥、哈啊♥、您觉得怎么样…♥！」
,,,,,,,
Record.AkihoDLC-61,,「アハハッ♥、まあよかったんじゃない？」,「アハハッ♥、まあよかったんじゃない？」,「啊哈哈♥、嘛，還不錯吧？」,"""Ahaha♥, well, it was pretty good, I guess?""","「아하핫♥, 뭐 좋지 않았어?」",「啊哈哈♥、嘛，还不错吧？」
,,,,,,,
Record.AkihoDLC-62,072号,「はあっ、はあっ……ありがとうございます…。」,「はあっ、はあっ……ありがとうございます…。」,「哈啊、哈啊……非常感謝您…。」,"""Haa, haa... Thank you very much...""","「하앗, 하앗…… 감사합니다….」",「哈啊、哈啊……非常感谢您…。」
,,,,,,,
Record.AkihoDLC-63,,(……そう…クローン戦闘員に余計な思考は不要…財団に忠誠を誓うもの言わぬ機械です…！),(……そう…クローン戦闘員に余計な思考は不要…財団に忠誠を誓うもの言わぬ機械です…！),（…沒錯…克隆戰鬥員不需要多餘的思考…是宣誓忠誠於財團、沉默的機械…！）,(...Yes... Clone soldiers don't need unnecessary thoughts... We are silent machines that have pledged loyalty to the Foundation...!),(……맞아… 클론 전투원에게 쓸데없는 사고는 불필요… 재단에 충성을 맹세한 복종 기계일뿐…!),（…没错…克隆战斗员不需要多馀的思考…是宣誓忠诚于财团、沉默的机械…！）
,,,,,,,
Record.AkihoDLC-64,明穂,「アハハッ♥、かわいいクローンちゃん達…私がもっと可愛がってあげるからね…♥？」,「アハハッ♥、かわいいクローンちゃん達…私がもっと可愛がってあげるからね…♥？」,「啊哈哈♥、可愛的克隆醬們…我會更加疼愛妳們的…♥？」,"""Ahaha♥, my cute clone girls... I'll give you even more attention...♥?""","「아하핫♥, 귀여운 클론쨩들… 내가 좀 더 귀여워해 줄게…♥?」",「啊哈哈♥、可爱的克隆酱们…我会更加疼爱你们的…♥？」
,,,,,,,
Record.AkihoDLC-65,,そしてクローン戦闘員と072号の明穂への奉仕は一晩中続くのだった,そしてクローン戦闘員と072号の明穂への奉仕は一晩中続くのだった,於是，克隆戰鬥員和072號對明穗的侍奉持續了一整晚,And so the clone soldiers and 072 continued serving Akiho throughout the night.,그렇게 클론 전투원과 072호의 아키호에 대한 봉사는 밤새도록 계속되는 것이었다,于是，克隆战斗员和072号对明穗的侍奉持续了一整晚
,,,,,,,
Record.AkihoDLC-66,,――――――――,――――――――,――――――――,――――――――,――――――――,――――――――
,,,,,,,
Record.AkihoDLC-67,,――――,――――,――――,――――,――――,――――
,,,,,,,
Record.AkihoDLC-68,,ー,ー,ー,ー,ー,ー
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Erena DLC,注釈,,,,,,
,,,,,,,
Record.ErenaDLC,,【清藤 エレナ】,【清藤 エレナ】,【清藤艾蓮娜】,,,【清藤艾莲娜】
Record.ErenaDLC-1,,―――ヌルッ…ズルルッ……,―――ヌルッ…ズルルッ……,―――咕嚕…滋溜……,"Slurp, squelch...",―――미끌… 스르륵……,―――咕噜…滋溜……
,,,,,,,
Record.ErenaDLC-2,,財団の地下アジトの一室、薄暗い部屋の中はドロドロとした湿気に満たされ、無数の触手が絡まりあう。,財団の地下アジトの一室、薄暗い部屋の中はドロドロとした湿気に満たされ、無数の触手が絡まりあう。,在財團地下基地的一間房間裡，昏暗的房間裡充滿了黏糊糊的濕氣，無數的觸手相互纏繞。,"In a room in the Foundation's underground hideout, the dimly lit space was filled with thick humidity as countless tentacles intertwined.","재단의 지하 아지트 한 방, 어두컴컴한 방 안은 질척이는 습기로 가득 차 있고, 무수한 촉수가 서로 얽혀 있다.",在财团地下基地的一间房间里，昏暗的房间里充满了黏糊糊的湿气，无数的触手相互缠绕。
,,,,,,,
Record.ErenaDLC-3,,グチュッ、ズルルッ、ヌルッ、ズルルルッ……,グチュッ、ズルルッ、ヌルッ、ズルルルッ……,咕啾、滋溜、咕嚕、滋嚕嚕嚕……,"Squelch, slurp, slip, slurrrp...","질척, 스르륵, 미끌, 스르르륵……",咕啾、滋溜、咕噜、滋噜噜噜……
,,,,,,,
Record.ErenaDLC-4,Erena　DLC 1-1,「んっ♥、ああっ…はあっ…♥」,「んっ♥、ああっ…はあっ…♥」,「嗯♥、啊啊…哈啊…♥」,"""Mmm♥ Ahh... haa...♥""","「응읏♥, 아앗… 하앗…♥」",「嗯♥、啊啊…哈啊…♥」
,エレナ,,,,,,
Record.ErenaDLC-5,,「ああっ♥…愛しい私のご主人様……♥もっと私にっ…貴方様の粘液を……♥」,「ああっ♥…愛しい私のご主人様……♥もっと私にっ…貴方様の粘液を……♥」,「啊啊♥…我親愛的主人……♥請給我更多…您的黏液…♥」,"""Ahh♥... My beloved Master...♥ Give me more... Your slime...♥""",「아앗♥… 사랑스러운 나의 주인님……♥ 더 저에게… 당신의 점액을……♥」,「啊啊♥…我亲爱的主人……♥请给我更多…您的黏液…♥」
,,,,,,,
Record.ErenaDLC-6,,ズルルルッ……ズルルッ……,ズルルルッ……ズルルッ……,滋嚕嚕嚕……滋溜……,Slurrrp... Slurp...,즈르르르릇…… 즈르릇……,滋噜噜噜……滋溜……
,,,,,,,
Record.ErenaDLC-7,触手怪人,「ぐふふっ…いいだろう」,「ぐふふっ…いいだろう」,「咕呼呼…好吧」,"""Gufufu... Very well.""",「크흐흐… 좋다」,「咕呼呼…好吧」
,,,,,,,
Record.ErenaDLC-8,,部屋では怪人となったエレナとその主である触手怪人が文字通り体を絡ませあっていた。,部屋では怪人となったエレナとその主である触手怪人が文字通り体を絡ませあっていた。,房間裡，已經變為怪人的艾蓮娜和她的主人——觸手怪人，正字面上地纏繞在一起。,"In the room, Erena, who had become a fiend, and her master, the Tentacle Man, were literally entwining their bodies together.",방에서는 괴인이 된 엘레나와 그 주인인 촉수 괴인이 말 그대로 몸을 얽고 있었다.,房间里，已经变为怪人的艾莲娜和她的主人——触手怪人，正字面上地缠绕在一起。
,,,,,,,
Record.ErenaDLC-9,触手怪人,「どうやら先日の作戦で何本か触手を切り落とされたらしいな…全く可哀そうに。」,「どうやら先日の作戦で何本か触手を切り落とされたらしいな…全く可哀そうに。」,「看來妳在上次的作戰中被切掉了幾根觸手呢…真是可憐。」,"""It seems you had several tentacles cut off in the recent operation... How pitiful.""",「아무래도 얼마 전 작전에서 몇 가닥 촉수가 잘려나간 모양이군… 정말 가엾게도.」,「看来你在上次的作战中被切掉了几根触手呢…真是可怜。」
,,,,,,,
Record.ErenaDLC-10,エレナ,「あんっ♥…お恥ずかしい……でもそうなんですっ♥…」,「あんっ♥…お恥ずかしい……でもそうなんですっ♥…」,「嗯♥…讓您見笑了……不過是那樣沒錯♥…」,"""Ahh♥... How embarrassing... But yes♥...""",「아앙♥… 부끄럽습니다…… 하지만 그렇습니다♥…」,「嗯♥…让您见笑了……不过是那样没错♥…」
,,,,,,,
Record.ErenaDLC-11,,「でもおっ…♥…私っ、頑張ってその忌々しい聖核戦姫を倒したんですっ…♥」,「でもおっ…♥…私っ、頑張ってその忌々しい聖核戦姫を倒したんですっ…♥」,「但是呢♥…我、我很努力地打倒了那個可恨的聖核戰姫呢♥…」,"""But I...♥ I worked hard and defeated that hateful Holy Core Battlemaiden...♥""","「하지만요…♥… 저, 열심히 그 괘씸한 성핵전희를 쓰러뜨렸습니다…♥」",「但是呢♥…我、我很努力地打倒了那个可恨的圣核战姫呢♥…」
,,,,,,,
Record.ErenaDLC-12,,そしてエレナは怪人へ向かって自らの秘所を差し出し、ぐぱあと開く,そしてエレナは怪人へ向かって自らの秘所を差し出し、ぐぱあと開く,接著艾蓮娜將自己的私處朝向怪人，大張開來,"Then Erena presented her private parts to the fiend, spreading it wide open","그리고 엘레나는 괴인을 향해 자신의 은밀한 곳을 내밀고, 활짝 벌린다",接着艾莲娜将自己的私处朝向怪人，大张开来
,,,,,,,
Record.ErenaDLC-13,,「ですからっ…♥頑張ったエレナを今日は沢山私を可愛がってくださいっ……♥」,「ですからっ…♥頑張ったエレナを今日は沢山私を可愛がってくださいっ……♥」,「所以呢♥…今天請好好地疼愛努力的艾蓮娜吧……♥」,"""So...♥ Please show me lots of affection today for working so hard...♥""",「그러니까…♥ 열심히 한 엘레나를 오늘은 잔뜩 귀여워해주세요……♥」,「所以呢♥…今天请好好地疼爱努力的艾莲娜吧……♥」
,,,,,,,
Record.ErenaDLC-14,触手怪人,「ぐふふっ…もちろんだ。沢山可愛がってやる…！」,「ぐふふっ…もちろんだ。沢山可愛がってやる…！」,「咕呼呼…當然。我會好好疼愛妳的…！」,"""Gufufu... Of course. I'll give you plenty of affection...!""",「크흐흐… 물론이다. 잔뜩 귀여워해주마…!」,「咕呼呼…当然。我会好好疼爱你的…！」
,,,,,,,
Record.ErenaDLC-15,Erena　DLC 1-２,そして触手怪人はエレナの割れ目に生殖に特化したグロテスクで巨大な触手をあてがう。,そして触手怪人はエレナの割れ目に生殖に特化したグロテスクで巨大な触手をあてがう。,然後觸手怪人將一根專門用於生殖的、巨大又噁心的觸手對準艾蓮娜的私處。,"Then the Tentacle Man pressed a grotesque, massive tentacle specialized for reproduction against Erena's slit.",그리고 촉수 괴인은 엘레나의 갈라진 틈에 생식에 특화된 흉측하고 거대한 촉수를 갖다 댄다.,然后触手怪人将一根专门用于生殖的、巨大又恶心的触手对准艾莲娜的私处。
,,,,,,,
Record.ErenaDLC-16,エレナ,「ああんっ♥…ご主人様…こんな大きなおちんぽ触手……♥！また大きくなってる…？♥」,「ああんっ♥…ご主人様…こんな大きなおちんぽ触手……♥！また大きくなってる…？♥」,「啊嗯♥…主人…這麼大的肉棒觸手……♥！又變大了嗎…？♥」,"""Ahhh♥... Master... Such a large cock tentacle...♥! It's gotten even bigger...?♥""",「아앙♥… 주인님… 이렇게 큰 자지 촉수……♥! 또 커졌어요…?♥」,「啊嗯♥…主人…这么大的肉棒触手……♥！又变大了吗…？♥」
,,,,,,,
Record.ErenaDLC-17,触手怪人,「ぐふふっ…エレナ君のために育てた生殖用触手だ…！」,「ぐふふっ…エレナ君のために育てた生殖用触手だ…！」,「咕呼呼…這是為了艾蓮娜妳而培育的生殖用觸手…！」,"""Gufufu... It's a reproductive tentacle I grew just for you, Erena...!""",「크흐흐… 엘레나 군을 위해 키운 생식용 촉수다…!」,「咕呼呼…这是为了艾莲娜你而培育的生殖用触手…！」
,,,,,,,
Record.ErenaDLC-18,エレナ,「あんっ♥、はあっ♥、かっこいいですっ♥、私の為にこんな事までっ……♥」,「あんっ♥、はあっ♥、かっこいいですっ♥、私の為にこんな事までっ……♥」,「啊嗯♥、哈啊♥、好帥氣♥、竟然為了我做這種事……♥」,"""Ahh♥ Haa♥ How wonderful♥ To do this just for me...♥""","「아앙♥, 하앗♥, 멋있어요♥, 저를 위해 이런 것까지……♥」",「啊嗯♥、哈啊♥、好帅气♥、竟然为了我做这种事……♥」
,,,,,,,
Record.ErenaDLC-19,,「ああんっ♥、身に余る幸福ですッ♥、ご主人様ぁっ♥」,「ああんっ♥、身に余る幸福ですッ♥、ご主人様ぁっ♥」,「啊嗯♥、這真是過分的幸福♥、主人啊♥」,"""Ahhh♥ I'm unworthy of such happiness♥ Master♥""","「아앙♥, 분에 넘치는 행복입니다♥, 주인님아♥」",「啊嗯♥、这真是过分的幸福♥、主人啊♥」
,,,,,,,
Record.ErenaDLC-20,,「はあっ♥、はあっ♥、私っ♥、待ちきれないですっ♥……早くご主人様の立派なおちんぽ…っ♥！」,「はあっ♥、はあっ♥、私っ♥、待ちきれないですっ♥……早くご主人様の立派なおちんぽ…っ♥！」,「哈啊♥、哈啊♥、我♥、我等不及了♥……快點把主人那雄偉的肉棒…♥！」,"""Haa♥ Haa♥ I♥ I can't wait♥... Please hurry with your magnificent cock tentacle...♥!""","「하앗♥, 하앗♥, 저♥, 기다릴 수 없어요♥…… 빨리 주인님의 멋진 자지를…윽♥!」",「哈啊♥、哈啊♥、我♥、我等不及了♥……快点把主人那雄伟的肉棒…♥！」
,,,,,,,
Record.ErenaDLC-21,触手怪人,「グフフッ…そんなに必死におねだりしおって…いいだろう…！」,「グフフッ…そんなに必死におねだりしおって…いいだろう…！」,「咕呼呼…竟然這麼拼命地央求…好吧…！」,"""Gufufu... Begging so desperately... Very well...!""",「크흐흐… 그렇게 필사적으로 조르다니… 좋다…!」,「咕呼呼…竟然这么拼命地央求…好吧…！」
,,,,,,,
Record.ErenaDLC-22,,「ご褒美だっ…今日は満足するまでイキ果てさせてやろうっ！」,「ご褒美だっ…今日は満足するまでイキ果てさせてやろうっ！」,「這是獎勵…今天就讓妳滿足地高潮到極限吧！」,"""As a reward... Today I'll make you come until you're satisfied!""",「포상이다… 오늘은 만족할 때까지 가버리게 해주마!」,「这是奖励…今天就让你满足地高潮到极限吧！」
,,,,,,,
Record.ErenaDLC-23,,そして怪人は触手で狙いを定め―――――,そして怪人は触手で狙いを定め―――――,接著怪人用觸手瞄準了目標―――――,Then the fiend took aim with its tentacle...,그리고 괴인은 촉수로 조준하고―――――,接着怪人用触手瞄准了目标―――――
,,,,,,,
